Ticker,Underwriter,Name,Price,Date,Status,Link
"PSAT","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Pancaran Samudera Transport Tbk (PSAT)",900,"25 Jun 2025","","https://www.e-ipo.co.id/id/ipo/341/psat-pt-pancaran-samudera-transport-tbk"
"MERI","YJ - LOTUS ANDALAN SEKURITAS","PT Merry Riana Edukasi Tbk (MERI)",128,"26 Jun 2025","","https://www.e-ipo.co.id/id/ipo/342/meri-pt-merry-riana-edukasi-tbk"
"PMUI","BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA","PT Prima Multi Usaha Indonesia Tbk (PMUI)",180,"26 Jun 2025","","https://www.e-ipo.co.id/id/ipo/343/pmui-pt-prima-multi-usaha-indonesia-tbk"
"ASPR","XA - NH KORINDO SEKURITAS INDONESIA","PT Asia Pramulia Tbk (ASPR)",124,"25 Jun 2025","","https://www.e-ipo.co.id/id/ipo/340/aspr-pt-asia-pramulia-tbk"
"CDIA","HP - HENAN PUTIHRAI SEKURITAS","PT Chandra Daya Investasi Tbk (CDIA)",190,"24 Jun 2025","","https://www.e-ipo.co.id/id/ipo/336/cdia-pt-chandra-daya-investasi-tbk"
"COIN","KI - CIPTADANA SEKURITAS ASIA","PT Indokripto Koin Semesta Tbk (COIN)",100,"25 Jun 2025","","https://www.e-ipo.co.id/id/ipo/339/coin-pt-indokripto-koin-semesta-tbk"
"CHEK","YJ - LOTUS ANDALAN SEKURITAS","PT Diastika Biotekindo Tbk (CHEK)",128,"25 Jun 2025","","https://www.e-ipo.co.id/id/ipo/337/chek-pt-diastika-biotekindo-tbk"
"BLOG","SQ - BCA SEKURITAS","PT Trimitra Trans Persada Tbk (BLOG)",250,"25 Jun 2025","","https://www.e-ipo.co.id/id/ipo/338/blog-pt-trimitra-trans-persada-tbk"
"DKHH","EP - MNC SEKURITAS","PT Cipta Sarana Medika Tbk (DKHH)",132,"08 May 2025","","https://www.e-ipo.co.id/id/ipo/335/dkhh-pt-cipta-sarana-medika-tbk"
"FORE","HP - HENAN PUTIHRAI SEKURITAS","PT Fore Kopi Indonesia Tbk (FORE)",188,"14 Apr 2025","","https://www.e-ipo.co.id/id/ipo/334/fore-pt-fore-kopi-indonesia-tbk"
"MDLA","CC - MANDIRI SEKURITAS","PT Medela Potentia Tbk (MDLA)",188,"15 Apr 2025","","https://www.e-ipo.co.id/id/ipo/331/mdla-pt-medela-potentia-tbk"
"YUPI","CC - MANDIRI SEKURITAS","PT Yupi Indo Jelly Gum Tbk (YUPI)",2390,"25 Mar 2025","","https://www.e-ipo.co.id/id/ipo/333/yupi-pt-yupi-indo-jelly-gum-tbk"
"KAQI","DR - RHB SEKURITAS INDONESIA","PT Jantra Grupo Indonesia Tbk (KAQI)",118,"10 Mar 2025","","https://www.e-ipo.co.id/id/ipo/330/kaqi-pt-jantra-grupo-indonesia-tbk"
"MINE","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Sinar Terang Mandiri Tbk (MINE)",216,"10 Mar 2025","","https://www.e-ipo.co.id/id/ipo/332/mine-pt-sinar-terang-mandiri-tbk"
"OBAT","AD - OSO SEKURITAS INDONESIA","PT Brigit Biofarmaka Teknologi Tbk (OBAT)",350,"13 Jan 2025","","https://www.e-ipo.co.id/id/ipo/329/obat-pt-brigit-biofarmaka-teknologi-tbk"
"CBDK","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Bangun Kosambi Sukses Tbk (CBDK)",4060,"13 Jan 2025","","https://www.e-ipo.co.id/id/ipo/324/cbdk-pt-bangun-kosambi-sukses-tbk"
"DGWG","OD - BRI DANAREKSA SEKURITAS","PT Delta Giri Wacana Tbk (DGWG)",230,"13 Jan 2025","","https://www.e-ipo.co.id/id/ipo/322/dgwg-pt-delta-giri-wacana-tbk"
"HGII","TP - OCBC SEKURITAS INDONESIA","PT Hero Global Investment Tbk (HGII)",200,"09 Jan 2025","","https://www.e-ipo.co.id/id/ipo/327/hgii-pt-hero-global-investment-tbk"
"RATU","HP - HENAN PUTIHRAI SEKURITAS","PT Raharja Energi Cepu Tbk (RATU)",1150,"08 Jan 2025","","https://www.e-ipo.co.id/id/ipo/326/ratu-pt-raharja-energi-cepu-tbk"
"YOII","LS - RELIANCE SEKURITAS INDONESIA TBK.","PT Asuransi Digital Bersama Tbk (YOII)",100,"08 Jan 2025","","https://www.e-ipo.co.id/id/ipo/323/yoii-pt-asuransi-digital-bersama-tbk"
"BRRC","XA - NH KORINDO SEKURITAS INDONESIA","PT Raja Roti Cemerlang Tbk (BRRC)",210,"09 Jan 2025","","https://www.e-ipo.co.id/id/ipo/328/brrc-pt-raja-roti-cemerlang-tbk"
"KSIX","AI - UOB KAY HIAN SEKURITAS","PT Kentanix Supra International Tbk (KSIX)",452,"08 Jan 2025","","https://www.e-ipo.co.id/id/ipo/325/ksix-pt-kentanix-supra-international-tbk"
"MDIY","CC - MANDIRI SEKURITAS","PT Daya Intiguna Yasa Tbk (MDIY)",1650,"19 Dec 2024","","https://www.e-ipo.co.id/id/ipo/321/mdiy-pt-daya-intiguna-yasa-tbk"
"AADI","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Adaro Andalan Indonesia Tbk (AADI)",5550,"05 Dec 2024","","https://www.e-ipo.co.id/id/ipo/319/aadi-pt-adaro-andalan-indonesia-tbk"
"DAAZ","HP - HENAN PUTIHRAI SEKURITAS","PT Daaz Bara Lestari Tbk (DAAZ)",880,"11 Nov 2024","","https://www.e-ipo.co.id/id/ipo/316/daaz-pt-daaz-bara-lestari-tbk"
"NAIK","EP - MNC SEKURITAS","PT Adiwarna Anugerah Abadi Tbk (NAIK)",107,"13 Nov 2024","","https://www.e-ipo.co.id/id/ipo/318/naik-pt-adiwarna-anugerah-abadi-tbk"
"BOAT","OD - BRI DANAREKSA SEKURITAS","PT NEWPORT MARINE SERVICES TBK (BOAT)",100,"12 Nov 2024","","https://www.e-ipo.co.id/id/ipo/317/boat-pt-newport-marine-services-tbk"
"PTMR","RG - PROFINDO SEKURITAS INDONESIA","PT Master Print Tbk (PTMR)",128,"08 Oct 2024","","https://www.e-ipo.co.id/id/ipo/314/ptmr-pt-master-print-tbk"
"VERN","AI - UOB KAY HIAN SEKURITAS","PT  Verona Indah Pictures  Tbk (VERN)",195,"08 Oct 2024","","https://www.e-ipo.co.id/id/ipo/315/vern-pt-verona-indah-pictures-tbk"
"NEST","HD - KGI SEKURITAS INDONESIA","PT Esta Indonesia Tbk (NEST)",200,"08 Aug 2024","","https://www.e-ipo.co.id/id/ipo/311/nest-pt-esta-indonesia-tbk"
"DOSS","IF - SAMUEL SEKURITAS  INDONESIA","PT Global Sukses Digital Tbk (DOSS)",135,"07 Aug 2024","","https://www.e-ipo.co.id/id/ipo/312/doss-pt-global-sukses-digital-tbk"
"LABS","YJ - LOTUS ANDALAN SEKURITAS","PT UBC Medical Indonesia Tbk (LABS)",102,"10 Jul 2024","","https://www.e-ipo.co.id/id/ipo/308/labs-pt-ubc-medical-indonesia-tbk"
"GOLF","IF - SAMUEL SEKURITAS  INDONESIA","PT Intra GolfLink Resorts Tbk (GOLF)",200,"08 Jul 2024","","https://www.e-ipo.co.id/id/ipo/309/golf-pt-intra-golflink-resorts-tbk"
"GUNA","GR - PANIN SEKURITAS TBK.","PT. Gunanusa Eramandiri Tbk. (GUNA)",150,"09 Jul 2024","","https://www.e-ipo.co.id/id/ipo/310/guna-pt-gunanusa-eramandiri-tbk"
"BLES","YJ - LOTUS ANDALAN SEKURITAS","PT Superior Prima Sukses Tbk (BLES)",183,"08 Jul 2024","","https://www.e-ipo.co.id/id/ipo/305/bles-pt-superior-prima-sukses-tbk"
"ISEA","CP - KB VALBURY SEKURITAS","PT Indo American Seafoods Tbk (ISEA)",250,"08 Jul 2024","","https://www.e-ipo.co.id/id/ipo/307/isea-pt-indo-american-seafoods-tbk"
"PART","EP - MNC SEKURITAS","PT Cipta Perdana Lancar Tbk (PART)",105,"05 Jul 2024","","https://www.e-ipo.co.id/id/ipo/306/part-pt-cipta-perdana-lancar-tbk"
"SPRE","EP - MNC SEKURITAS","PT Soraya Berjaya Indonesia Tbk (SPRE)",125,"03 Jul 2024","","https://www.e-ipo.co.id/id/ipo/304/spre-pt-soraya-berjaya-indonesia-tbk"
"BATR","HD - KGI SEKURITAS INDONESIA","PT Benteng Api Technic Tbk (BATR)",110,"10 Jun 2024","","https://www.e-ipo.co.id/id/ipo/303/batr-pt-benteng-api-technic-tbk"
"SOLA","AI - UOB KAY HIAN SEKURITAS","PT Xolare RCR Energy Tbk (SOLA)",110,"08 May 2024","","https://www.e-ipo.co.id/id/ipo/302/sola-pt-xolare-rcr-energy-tbk"
"DATA","AI - UOB KAY HIAN SEKURITAS","PT Remala Abadi Tbk (DATA)",188,"07 May 2024","","https://www.e-ipo.co.id/id/ipo/301/data-pt-remala-abadi-tbk"
"MHKI","XA - NH KORINDO SEKURITAS INDONESIA","PT Multi Hanna Kreasindo Tbk (MHKI)",160,"16 Apr 2024","","https://www.e-ipo.co.id/id/ipo/299/mhki-pt-multi-hanna-kreasindo-tbk"
"ATLA","SH - ARTHA SEKURITAS INDONESIA","PT Atlantis Subsea Indonesia Tbk (ATLA)",100,"16 Apr 2024","","https://www.e-ipo.co.id/id/ipo/298/atla-pt-atlantis-subsea-indonesia-tbk"
"AREA","GR - PANIN SEKURITAS TBK.","PT Dunia Virtual Online Tbk (AREA)",131,"01 Apr 2024","","https://www.e-ipo.co.id/id/ipo/297/area-pt-dunia-virtual-online-tbk"
"CABR-C1","AH - SHINHAN SEKURITAS INDONESIA","PT Cahaya Bumi Rezeki Tbk (CABR-C1)",0,"21 Mar 2024","","https://www.e-ipo.co.id/id/ipo/300/cabr-c1-pt-cahaya-bumi-rezeki-tbk"
"VISI","SF - SURYA FAJAR SEKURITAS","PT Satu Visi Putra Tbk (VISI)",120,"27 Feb 2024","","https://www.e-ipo.co.id/id/ipo/296/visi-pt-satu-visi-putra-tbk"
"BAIK","EP - MNC SEKURITAS","PT Bersama Mencapai Puncak Tbk (BAIK)",278,"15 Feb 2024","","https://www.e-ipo.co.id/id/ipo/295/baik-pt-bersama-mencapai-puncak-tbk"
"HYGN","HD - KGI SEKURITAS INDONESIA","PT Ecocare Indo Pasifik Tbk (HYGN)",145,"13 Feb 2024","","https://www.e-ipo.co.id/id/ipo/294/hygn-pt-ecocare-indo-pasifik-tbk"
"LIVE","IF - SAMUEL SEKURITAS  INDONESIA","PT Homeco Victoria Makmur Tbk (LIVE)",148,"12 Feb 2024","","https://www.e-ipo.co.id/id/ipo/293/live-pt-homeco-victoria-makmur-tbk"
"MEJA","EP - MNC SEKURITAS","PT Harta Djaya Karya Tbk (MEJA)",103,"12 Feb 2024","","https://www.e-ipo.co.id/id/ipo/292/meja-pt-harta-djaya-karya-tbk"
"MKAP","YJ - LOTUS ANDALAN SEKURITAS","PT Multikarya Asia Pasifik Raya Tbk (MKAP)",115,"12 Feb 2024","","https://www.e-ipo.co.id/id/ipo/291/mkap-pt-multikarya-asia-pasifik-raya-tbk"
"TOSK","EP - MNC SEKURITAS","PT Topindo Solusi Komunika Tbk (TOSK)",125,"07 Feb 2024","","https://www.e-ipo.co.id/id/ipo/288/tosk-pt-topindo-solusi-komunika-tbk"
"MPIX","DR - RHB SEKURITAS INDONESIA","PT Mitra Pedagang Indonesia Tbk (MPIX)",268,"07 Feb 2024","","https://www.e-ipo.co.id/id/ipo/290/mpix-pt-mitra-pedagang-indonesia-tbk"
"ALII","KI - CIPTADANA SEKURITAS ASIA","PT Ancara Logistics Indonesia Tbk (ALII)",272,"07 Feb 2024","","https://www.e-ipo.co.id/id/ipo/289/alii-pt-ancara-logistics-indonesia-tbk"
"UNTD","YP - MIRAE ASSET SEKURITAS INDONESIA","PT Terang Dunia Internusa Tbk. (UNTD)",240,"07 Feb 2024","","https://www.e-ipo.co.id/id/ipo/287/untd-pt-terang-dunia-internusa-tbk"
"SMGA","MI - VICTORIA SEKURITAS INDONESIA","PT Sumber Mineral Global Abadi Tbk (SMGA)",105,"30 Jan 2024","","https://www.e-ipo.co.id/id/ipo/286/smga-pt-sumber-mineral-global-abadi-tbk"
"GRPH","SA - ELIT SUKSES SEKURITAS","PT Griptha Putra Persada Tbk (GRPH)",103,"18 Jan 2024","","https://www.e-ipo.co.id/id/ipo/285/grph-pt-griptha-putra-persada-tbk"
"MANG","PG - PANCA GLOBAL SEKURITAS","PT Manggung Polahraya Tbk (MANG)",100,"11 Jan 2024","","https://www.e-ipo.co.id/id/ipo/278/mang-pt-manggung-polahraya-tbk"
"ACRO","AI - UOB KAY HIAN SEKURITAS","PT Samcro Hyosung Adilestari Tbk (ACRO)",108,"11 Jan 2024","","https://www.e-ipo.co.id/id/ipo/282/acro-pt-samcro-hyosung-adilestari-tbk"
"MSJA","OD - BRI DANAREKSA SEKURITAS","PT Multi Spunindo Jaya Tbk (MSJA)",300,"10 Jan 2024","","https://www.e-ipo.co.id/id/ipo/284/msja-pt-multi-spunindo-jaya-tbk"
"SMLE","EP - MNC SEKURITAS","PT Sinergi Multi Lestarindo Tbk (SMLE)",175,"10 Jan 2024","","https://www.e-ipo.co.id/id/ipo/283/smle-pt-sinergi-multi-lestarindo-tbk"
"NICE","AI - UOB KAY HIAN SEKURITAS","PT Adhi Kartiko Pratama Tbk. (NICE)",438,"09 Jan 2024","","https://www.e-ipo.co.id/id/ipo/281/nice-pt-adhi-kartiko-pratama-tbk"
"CGAS","PO - PILARMAS INVESTINDO SEKURITAS","PT Citra Nusantara Gemilang Tbk (CGAS)",338,"08 Jan 2024","","https://www.e-ipo.co.id/id/ipo/280/cgas-pt-citra-nusantara-gemilang-tbk"
"ASLI","XA - NH KORINDO SEKURITAS INDONESIA","PT Asri Karya Lestari Tbk (ASLI)",100,"05 Jan 2024","","https://www.e-ipo.co.id/id/ipo/277/asli-pt-asri-karya-lestari-tbk"
"SURI","AH - SHINHAN SEKURITAS INDONESIA","PT Maja Agung Latexindo Tbk (SURI)",170,"07 Dec 2023","","https://www.e-ipo.co.id/id/ipo/276/suri-pt-maja-agung-latexindo-tbk"
"AYAM","AI - UOB KAY HIAN SEKURITAS","PT Janu Putra Sejahtera Tbk (AYAM)",100,"30 Nov 2023","","https://www.e-ipo.co.id/id/ipo/275/ayam-pt-janu-putra-sejahtera-tbk"
"MSTI","PD - INDO PREMIER SEKURITAS","PT Mastersystem Infotama Tbk. (MSTI)",1355,"08 Nov 2023","","https://www.e-ipo.co.id/id/ipo/271/msti-pt-mastersystem-infotama-tbk"
"RGAS","AO - ERDIKHA ELIT SEKURITAS","PT Kian Santang Muliatama Tbk (RGAS)",120,"08 Nov 2023","","https://www.e-ipo.co.id/id/ipo/272/rgas-pt-kian-santang-muliatama-tbk"
"IKPM","TP - OCBC SEKURITAS INDONESIA","PT Ikapharmindo Putramas Tbk  (IKPM)",165,"08 Nov 2023","","https://www.e-ipo.co.id/id/ipo/274/ikpm-pt-ikapharmindo-putramas-tbk"
"UDNG","EP - MNC SEKURITAS","PT Agro Bahari Nusantara Tbk (UDNG)",100,"31 Oct 2023","","https://www.e-ipo.co.id/id/ipo/270/udng-pt-agro-bahari-nusantara-tbk"
"KOKA","AI - UOB KAY HIAN SEKURITAS","PT Koka Indonesia Tbk (KOKA)",128,"11 Oct 2023","","https://www.e-ipo.co.id/id/ipo/267/koka-pt-koka-indonesia-tbk"
"LOPI","SA - ELIT SUKSES SEKURITAS","PT Logisticsplus International Tbk (LOPI)",100,"11 Oct 2023","","https://www.e-ipo.co.id/id/ipo/269/lopi-pt-logisticsplus-international-tbk"
"STRK","SH - ARTHA SEKURITAS INDONESIA","PT Lovina Beach Brewery Tbk (STRK)",100,"10 Oct 2023","","https://www.e-ipo.co.id/id/ipo/263/strk-pt-lovina-beach-brewery-tbk"
"BREN","NI - BNI SEKURITAS","PT Barito Renewables Energy Tbk (BREN)",780,"09 Oct 2023","","https://www.e-ipo.co.id/id/ipo/266/bren-pt-barito-renewables-energy-tbk"
"PTPS","XA - NH KORINDO SEKURITAS INDONESIA","PT PULAU SUBUR TBK (PTPS)",198,"09 Oct 2023","","https://www.e-ipo.co.id/id/ipo/268/ptps-pt-pulau-subur-tbk"
"KOCI","PG - PANCA GLOBAL SEKURITAS","PT Kokoh Exa Nusantara Tbk (KOCI)",120,"06 Oct 2023","","https://www.e-ipo.co.id/id/ipo/264/koci-pt-kokoh-exa-nusantara-tbk"
"IOTF","AH - SHINHAN SEKURITAS INDONESIA","PT Sumber Sinergi Makmur Tbk (IOTF)",100,"06 Oct 2023","","https://www.e-ipo.co.id/id/ipo/265/iotf-pt-sumber-sinergi-makmur-tbk"
"AEGS","AH - SHINHAN SEKURITAS INDONESIA","PT Anugerah Spareparts Sejahtera Tbk (AEGS)",100,"11 Sep 2023","","https://www.e-ipo.co.id/id/ipo/262/aegs-pt-anugerah-spareparts-sejahtera-tbk"
"BABY","AI - UOB KAY HIAN SEKURITAS","PT Multitrend Indo Tbk. (BABY)",266,"07 Sep 2023","","https://www.e-ipo.co.id/id/ipo/261/baby-pt-multitrend-indo-tbk"
"RSCH","AH - SHINHAN SEKURITAS INDONESIA","PT Charlie Hospital Semarang Tbk (RSCH)",115,"28 Aug 2023","","https://www.e-ipo.co.id/id/ipo/260/rsch-pt-charlie-hospital-semarang-tbk"
"MSIE","EP - MNC SEKURITAS","PT Multisarana Intan Eduka Tbk (MSIE)",100,"10 Aug 2023","","https://www.e-ipo.co.id/id/ipo/251/msie-pt-multisarana-intan-eduka-tbk"
"HUMI","LS - RELIANCE SEKURITAS INDONESIA TBK.","PT Humpuss Maritim Internasional Tbk (HUMI)",100,"09 Aug 2023","","https://www.e-ipo.co.id/id/ipo/252/humi-pt-humpuss-maritim-internasional-tbk"
"LMAX","AH - SHINHAN SEKURITAS INDONESIA","PT Lupromax Pelumas Indonesia Tbk (LMAX)",200,"09 Aug 2023","","https://www.e-ipo.co.id/id/ipo/259/lmax-pt-lupromax-pelumas-indonesia-tbk"
"MUTU","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Mutuagung Lestari Tbk (MUTU)",108,"09 Aug 2023","","https://www.e-ipo.co.id/id/ipo/248/mutu-pt-mutuagung-lestari-tbk"
"ERAL","YP - MIRAE ASSET SEKURITAS INDONESIA","PT Sinar Eka Selaras Tbk (ERAL)",390,"08 Aug 2023","","https://www.e-ipo.co.id/id/ipo/250/eral-pt-sinar-eka-selaras-tbk"
"PPRI","IU - INDO CAPITAL SEKURITAS","PT Paperocks Indonesia Tbk. (PPRI)",140,"08 Aug 2023","","https://www.e-ipo.co.id/id/ipo/255/ppri-pt-paperocks-indonesia-tbk"
"GRIA","AO - ERDIKHA ELIT SEKURITAS","PT Ingria Pratama Capitalindo Tbk (GRIA)",120,"08 Aug 2023","","https://www.e-ipo.co.id/id/ipo/258/gria-pt-ingria-pratama-capitalindo-tbk"
"CYBR","YP - MIRAE ASSET SEKURITAS INDONESIA","PT ITSEC Asia Tbk (CYBR)",100,"08 Aug 2023","","https://www.e-ipo.co.id/id/ipo/254/cybr-pt-itsec-asia-tbk"
"FOLK","HD - KGI SEKURITAS INDONESIA","PT Multi Garam Utama Tbk (FOLK)",100,"07 Aug 2023","","https://www.e-ipo.co.id/id/ipo/256/folk-pt-multi-garam-utama-tbk"
"HBAT","YJ - LOTUS ANDALAN SEKURITAS","PT Minahasa Membangun Hebat Tbk (HBAT)",108,"07 Aug 2023","","https://www.e-ipo.co.id/id/ipo/249/hbat-pt-minahasa-membangun-hebat-tbk"
"CNMA","CC - MANDIRI SEKURITAS","PT Nusantara Sejahtera Raya Tbk (CNMA)",270,"02 Aug 2023","","https://www.e-ipo.co.id/id/ipo/246/cnma-pt-nusantara-sejahtera-raya-tbk"
"RMKO","MI - VICTORIA SEKURITAS INDONESIA","PT Royaltama Mulia Kontraktorindo Tbk (RMKO)",450,"31 Jul 2023","","https://www.e-ipo.co.id/id/ipo/247/rmko-pt-royaltama-mulia-kontraktorindo-tbk"
"ZEUS-C1","XA - NH KORINDO SEKURITAS INDONESIA","PT Zeus Kimiatama Indonesia Tbk (ZEUS-C1)",0,"26 Jul 2023","","https://www.e-ipo.co.id/id/ipo/253/zeus-c1-pt-zeus-kimiatama-indonesia-tbk"
"MAHA","LG - TRIMEGAH SEKURITAS INDONESIA TBK.","PT Mandiri Herindo Adiperkasa Tbk (MAHA)",118,"25 Jul 2023","","https://www.e-ipo.co.id/id/ipo/244/maha-pt-mandiri-herindo-adiperkasa-tbk"
"BITU-C1","XA - NH KORINDO SEKURITAS INDONESIA","PT BERKAH MULIA MANDIRI TBK (BITU-C1)",0,"25 Jul 2023","","https://www.e-ipo.co.id/id/ipo/257/bitu-c1-pt-berkah-mulia-mandiri-tbk"
"INET","AH - SHINHAN SEKURITAS INDONESIA","PT Sinergi Inti Andalan Prima Tbk (INET)",101,"24 Jul 2023","","https://www.e-ipo.co.id/id/ipo/243/inet-pt-sinergi-inti-andalan-prima-tbk"
"AKSL-C1","OD - BRI DANAREKSA SEKURITAS","PT Akselerasi Usaha Indonesia Tbk  (AKSL-C1)",0,"21 Jul 2023","","https://www.e-ipo.co.id/id/ipo/245/aksl-c1-pt-akselerasi-usaha-indonesia-tbk"
"TGUK","MG - SEMESTA INDOVEST SEKURITAS","PT Platinum Wahab Nusantara Tbk (TGUK)",110,"10 Jul 2023","","https://www.e-ipo.co.id/id/ipo/242/tguk-pt-platinum-wahab-nusantara-tbk"
"GRPM","XA - NH KORINDO SEKURITAS INDONESIA","PT Graha Prima Mentari Tbk (GRPM)",120,"10 Jul 2023","","https://www.e-ipo.co.id/id/ipo/239/grpm-pt-graha-prima-mentari-tbk"
"CRSN","XA - NH KORINDO SEKURITAS INDONESIA","PT Carsurin Tbk (CRSN)",125,"10 Jul 2023","","https://www.e-ipo.co.id/id/ipo/241/crsn-pt-carsurin-tbk"
"WIDI","SH - ARTHA SEKURITAS INDONESIA","PT Widiant Jaya Krenindo Tbk (WIDI)",100,"10 Jul 2023","","https://www.e-ipo.co.id/id/ipo/240/widi-pt-widiant-jaya-krenindo-tbk"
"AMMN","CC - MANDIRI SEKURITAS","PT Amman Mineral Internasional Tbk. (AMMN)",1695,"07 Jul 2023","","https://www.e-ipo.co.id/id/ipo/238/ammn-pt-amman-mineral-internasional-tbk"
"RELF","AI - UOB KAY HIAN SEKURITAS","PT Graha Mitra Asia Tbk (RELF)",90,"22 Jun 2023","","https://www.e-ipo.co.id/id/ipo/213/relf-pt-graha-mitra-asia-tbk"
"VKTR","KI - CIPTADANA SEKURITAS ASIA","PT VKTR Teknologi Mobilitas Tbk (VKTR)",100,"19 Jun 2023","","https://www.e-ipo.co.id/id/ipo/237/vktr-pt-vktr-teknologi-mobilitas-tbk"
"MAXI","AH - SHINHAN SEKURITAS INDONESIA","PT Maxindo Karya Anugerah Tbk (MAXI)",100,"12 Jun 2023","","https://www.e-ipo.co.id/id/ipo/235/maxi-pt-maxindo-karya-anugerah-tbk"
"KLAS","GR - PANIN SEKURITAS TBK.","PT Pelayaran Kurnia Lautan Semesta Tbk (KLAS)",146,"12 Jun 2023","","https://www.e-ipo.co.id/id/ipo/236/klas-pt-pelayaran-kurnia-lautan-semesta-tbk"
"SMIL","EP - MNC SEKURITAS","PT Sarana Mitra Luas Tbk (SMIL)",100,"12 May 2023","","https://www.e-ipo.co.id/id/ipo/228/smil-pt-sarana-mitra-luas-tbk"
"MPXL","GR - PANIN SEKURITAS TBK.","PT MPX Logistics International Tbk (MPXL)",108,"09 May 2023","","https://www.e-ipo.co.id/id/ipo/234/mpxl-pt-mpx-logistics-international-tbk"
"JATI","HD - KGI SEKURITAS INDONESIA","PT Informasi Teknologi Indonesia Tbk (JATI)",100,"08 May 2023","","https://www.e-ipo.co.id/id/ipo/233/jati-pt-informasi-teknologi-indonesia-tbk"
"TYRE","MI - VICTORIA SEKURITAS INDONESIA","PT King Tire Indonesia Tbk (TYRE)",138,"08 May 2023","","https://www.e-ipo.co.id/id/ipo/230/tyre-pt-king-tire-indonesia-tbk"
"DOOH","IU - INDO CAPITAL SEKURITAS","PT Era Media Sejahtera Tbk (DOOH)",100,"08 May 2023","","https://www.e-ipo.co.id/id/ipo/232/dooh-pt-era-media-sejahtera-tbk"
"RAAM","AI - UOB KAY HIAN SEKURITAS","PT Tripar Multivision Plus Tbk. (RAAM)",234,"08 May 2023","","https://www.e-ipo.co.id/id/ipo/231/raam-pt-tripar-multivision-plus-tbk"
"MBMA","PD - INDO PREMIER SEKURITAS","PT Merdeka Battery Materials Tbk. (MBMA)",795,"18 Apr 2023","","https://www.e-ipo.co.id/id/ipo/229/mbma-pt-merdeka-battery-materials-tbk"
"MENN","IU - INDO CAPITAL SEKURITAS","PT Menn Teknologi Indonesia Tbk (MENN)",78,"18 Apr 2023","","https://www.e-ipo.co.id/id/ipo/226/menn-pt-menn-teknologi-indonesia-tbk"
"AWAN","IF - SAMUEL SEKURITAS  INDONESIA","PT Era Digital Media Tbk (AWAN)",100,"18 Apr 2023","","https://www.e-ipo.co.id/id/ipo/227/awan-pt-era-digital-media-tbk"
"NCKL","CC - MANDIRI SEKURITAS","PT Trimegah Bangun Persada Tbk (NCKL)",1250,"12 Apr 2023","","https://www.e-ipo.co.id/id/ipo/224/nckl-pt-trimegah-bangun-persada-tbk"
"PIPA","AH - SHINHAN SEKURITAS INDONESIA","PT Multi Makmur Lemindo Tbk (PIPA)",105,"10 Apr 2023","","https://www.e-ipo.co.id/id/ipo/225/pipa-pt-multi-makmur-lemindo-tbk"
"HAJJ","SF - SURYA FAJAR SEKURITAS","PT Arsy Buana Travelindo Tbk (HAJJ)",140,"05 Apr 2023","","https://www.e-ipo.co.id/id/ipo/223/hajj-pt-arsy-buana-travelindo-tbk"
